Removed Pin From Net: NetName=NetC1_2 Pin=C1-2
Removed Pin From Net: NetName=NetC28_1 Pin=C28-1
Removed Pin From Net: NetName=NetC29_1 Pin=C29-1
Removed Pin From Net: NetName=+3.3V_D Pin=C30-2
Removed Pin From Net: NetName=GND_RS Pin=C31-1
Removed Pin From Net: NetName=+5V_RS Pin=C31-2
Removed Pin From Net: NetName=GND_RS Pin=C32-1
Removed Pin From Net: NetName=+5V_RS Pin=C32-2
Removed Pin From Net: NetName=NetC33_2 Pin=C33-2
Removed Pin From Net: NetName=GND_RS Pin=C34-1
Removed Pin From Net: NetName=NetC34_2 Pin=C34-2
Removed Pin From Net: NetName=GND_RS Pin=C35-1
Removed Pin From Net: NetName=+5V_RS Pin=C35-2
Removed Pin From Net: NetName=NetC5_1 Pin=C36-1
Removed Pin From Net: NetName=D_GND Pin=C36-2
Removed Pin From Net: NetName=+5V_RS Pin=C37-1
Removed Pin From Net: NetName=GND_RS Pin=C37-2
Removed Pin From Net: NetName=+5V_D Pin=C38-2
Removed Pin From Net: NetName=NetC39_1 Pin=C39-1
Removed Pin From Net: NetName=D_GND Pin=C39-2
Removed Pin From Net: NetName=D_GND Pin=C40-1
Removed Pin From Net: NetName=+3.3V_A Pin=C40-2
Removed Pin From Net: NetName=D_GND Pin=C41-1
Removed Pin From Net: NetName=+3.3V_A Pin=C41-2
Removed Pin From Net: NetName=D_GND Pin=C42-1
Removed Pin From Net: NetName=+3.3V_D Pin=C42-2
Removed Pin From Net: NetName=D_GND Pin=C43-1
Removed Pin From Net: NetName=+3.3V_D Pin=C43-2
Removed Pin From Net: NetName=D_GND Pin=C44-1
Removed Pin From Net: NetName=+3.3V_D Pin=C44-2
Removed Pin From Net: NetName=+3.3V_A Pin=C45-1
Removed Pin From Net: NetName=+3.3V_D Pin=C46-1
Removed Pin From Net: NetName=D_GND Pin=C47-1
Removed Pin From Net: NetName=TCT Pin=C47-2
Removed Pin From Net: NetName=RXPNET Pin=C48-1
Removed Pin From Net: NetName=RXP Pin=C48-2
Removed Pin From Net: NetName=D_GND Pin=C49-1
Removed Pin From Net: NetName=XO Pin=C49-2
Removed Pin From Net: NetName=D_GND Pin=C50-1
Removed Pin From Net: NetName=RCT Pin=C50-2
Removed Pin From Net: NetName=D_GND Pin=C51-1
Removed Pin From Net: NetName=XI Pin=C51-2
Removed Pin From Net: NetName=NetC52_1 Pin=C52-1
Removed Pin From Net: NetName=D_GND Pin=C52-2
Removed Pin From Net: NetName=RXNNET Pin=C53-1
Removed Pin From Net: NetName=RXN Pin=C53-2
Removed Pin From Net: NetName=NetC54_2 Pin=C54-2
Removed Pin From Net: NetName=NetC55_2 Pin=C55-2
Removed Pin From Net: NetName=NetC56_1 Pin=C56-1
Removed Pin From Net: NetName=NetC56_2 Pin=C56-2
Removed Pin From Net: NetName=+5V_D Pin=C57-2
Removed Pin From Net: NetName=+5V_D Pin=C58-1
Removed Pin From Net: NetName=D_GND Pin=C58-2
Removed Pin From Net: NetName=NetC59_1 Pin=C59-1
Removed Pin From Net: NetName=D_GND Pin=C59-2
Removed Pin From Net: NetName=NetC60_1 Pin=C60-1
Removed Pin From Net: NetName=NetC60_1 Pin=C61-1
Removed Pin From Net: NetName=NetC60_2 Pin=C61-2
Removed Pin From Net: NetName=+5V_D Pin=C62-1
Removed Pin From Net: NetName=D_GND Pin=C62-2
Removed Pin From Net: NetName=+5V_D Pin=C63-2
Removed Pin From Net: NetName=D_GND Pin=C64-1
Removed Pin From Net: NetName=+3.3V_D Pin=C64-2
Removed Pin From Net: NetName=+3.3V_D Pin=C65-1
Removed Pin From Net: NetName=D_GND Pin=C66-1
Removed Pin From Net: NetName=+3.3V_D Pin=C66-2
Removed Pin From Net: NetName=D_GND Pin=C67-1
Removed Pin From Net: NetName=NetC67_2 Pin=C67-2
Removed Pin From Net: NetName=+3.3V_D Pin=DA2-1
Removed Pin From Net: NetName=D_GND Pin=DA2-2
Removed Pin From Net: NetName=NetDA2_3 Pin=DA2-3
Removed Pin From Net: NetName=CAN1_TX Pin=DA2-6
Removed Pin From Net: NetName=D_GND Pin=DA2-7
Removed Pin From Net: NetName=D_GND Pin=DA2-8
Removed Pin From Net: NetName=Gnd_CAN1 Pin=DA2-9
Removed Pin From Net: NetName=Gnd_CAN1 Pin=DA2-10
Removed Pin From Net: NetName=NetDA2_12 Pin=DA2-12
Removed Pin From Net: NetName=NetDA2_13 Pin=DA2-13
Removed Pin From Net: NetName=Gnd_CAN1 Pin=DA2-15
Removed Pin From Net: NetName=+5V_CAN1 Pin=DA2-16
Removed Pin From Net: NetName=+3.3V_D Pin=DA3-1
Removed Pin From Net: NetName=D_GND Pin=DA3-2
Removed Pin From Net: NetName=NetDA3_3 Pin=DA3-3
Removed Pin From Net: NetName=CAN2_TX Pin=DA3-6
Removed Pin From Net: NetName=D_GND Pin=DA3-7
Removed Pin From Net: NetName=D_GND Pin=DA3-8
Removed Pin From Net: NetName=Gnd_CAN2 Pin=DA3-9
Removed Pin From Net: NetName=Gnd_CAN2 Pin=DA3-10
Removed Pin From Net: NetName=NetDA3_12 Pin=DA3-12
Removed Pin From Net: NetName=NetDA3_13 Pin=DA3-13
Removed Pin From Net: NetName=Gnd_CAN2 Pin=DA3-15
Removed Pin From Net: NetName=+5V_CAN2 Pin=DA3-16
Removed Pin From Net: NetName=+3.3V_D Pin=DD2-1
Removed Pin From Net: NetName=RS_RX Pin=DD2-2
Removed Pin From Net: NetName=RS_TX Pin=DD2-3
Removed Pin From Net: NetName=D_GND Pin=DD2-4
Removed Pin From Net: NetName=GND_RS Pin=DD2-5
Removed Pin From Net: NetName=NetDD2_6 Pin=DD2-6
Removed Pin From Net: NetName=NetDD2_7 Pin=DD2-7
Removed Pin From Net: NetName=+5V_RS Pin=DD2-8
Removed Pin From Net: NetName=NetDD2_7 Pin=DD3-1
Removed Pin From Net: NetName=NetDD3_2 Pin=DD3-2
Removed Pin From Net: NetName=NetDD3_2 Pin=DD3-3
Removed Pin From Net: NetName=NetDD2_6 Pin=DD3-4
Removed Pin From Net: NetName=NetC34_2 Pin=DD4-2
Removed Pin From Net: NetName=GND_RS Pin=DD4-3
Removed Pin From Net: NetName=NetDD3_2 Pin=DD4-4
Removed Pin From Net: NetName=+5V_RS Pin=DD4-5
Removed Pin From Net: NetName=TXN Pin=DD5-1
Removed Pin From Net: NetName=TXP Pin=DD5-2
Removed Pin From Net: NetName=D_GND Pin=DD5-3
Removed Pin From Net: NetName=+3.3V_A Pin=DD5-4
Removed Pin From Net: NetName=RXN Pin=DD5-5
Removed Pin From Net: NetName=RXP Pin=DD5-6
Removed Pin From Net: NetName=+3.3V_A Pin=DD5-8
Removed Pin From Net: NetName=D_GND Pin=DD5-9
Removed Pin From Net: NetName=NetDD5_10 Pin=DD5-10
Removed Pin From Net: NetName=+3.3V_A Pin=DD5-11
Removed Pin From Net: NetName=D_GND Pin=DD5-14
Removed Pin From Net: NetName=+3.3V_A Pin=DD5-15
Removed Pin From Net: NetName=D_GND Pin=DD5-16
Removed Pin From Net: NetName=+3.3V_A Pin=DD5-17
Removed Pin From Net: NetName=D_GND Pin=DD5-19
Removed Pin From Net: NetName=NetC55_2 Pin=DD5-20
Removed Pin From Net: NetName=+3.3V_A Pin=DD5-21
Removed Pin From Net: NetName=NetC54_2 Pin=DD5-22
Removed Pin From Net: NetName=NetDD5_23 Pin=DD5-23
Removed Pin From Net: NetName=LINKLED Pin=DD5-25
Removed Pin From Net: NetName=ACTLED Pin=DD5-27
Removed Pin From Net: NetName=+3.3V_D Pin=DD5-28
Removed Pin From Net: NetName=D_GND Pin=DD5-29
Removed Pin From Net: NetName=XI Pin=DD5-30
Removed Pin From Net: NetName=XO Pin=DD5-31
Removed Pin From Net: NetName=ETH_SCS(NSS) Pin=DD5-32
Removed Pin From Net: NetName=ETH_SCLK Pin=DD5-33
Removed Pin From Net: NetName=ETH_MISO Pin=DD5-34
Removed Pin From Net: NetName=ETH_MOSI Pin=DD5-35
Removed Pin From Net: NetName=ETH_/INT Pin=DD5-36
Removed Pin From Net: NetName=ETH_RST Pin=DD5-37
Removed Pin From Net: NetName=NetDD5_38 Pin=DD5-38
Removed Pin From Net: NetName=NetDD5_39 Pin=DD5-39
Removed Pin From Net: NetName=NetDD5_40 Pin=DD5-40
Removed Pin From Net: NetName=NetDD5_41 Pin=DD5-41
Removed Pin From Net: NetName=NetDD5_42 Pin=DD5-42
Removed Pin From Net: NetName=PMODE2 Pin=DD5-43
Removed Pin From Net: NetName=PMODE1 Pin=DD5-44
Removed Pin From Net: NetName=PMODE0 Pin=DD5-45
Removed Pin From Net: NetName=D_GND Pin=DD5-48
Removed Pin From Net: NetName=D_GND Pin=G1-1
Removed Pin From Net: NetName=NetC28_1 Pin=G1-2
Removed Pin From Net: NetName=Gnd_CAN1 Pin=G1-3
Removed Pin From Net: NetName=+5V_CAN1 Pin=G1-4
Removed Pin From Net: NetName=D_GND Pin=G2-1
Removed Pin From Net: NetName=NetC29_1 Pin=G2-2
Removed Pin From Net: NetName=Gnd_CAN2 Pin=G2-3
Removed Pin From Net: NetName=+5V_CAN2 Pin=G2-4
Removed Pin From Net: NetName=D_GND Pin=G3-1
Removed Pin From Net: NetName=NetC39_1 Pin=G3-2
Removed Pin From Net: NetName=GND_RS Pin=G3-3
Removed Pin From Net: NetName=+5V_RS Pin=G3-4
Removed Pin From Net: NetName=NetC56_2 Pin=G4-1
Removed Pin From Net: NetName=NetC56_1 Pin=G4-2
Removed Pin From Net: NetName=NetG4_6 Pin=G4-6
Removed Pin From Net: NetName=D_GND Pin=G4-7
Removed Pin From Net: NetName=+5V_D Pin=L4-1
Removed Pin From Net: NetName=NetC28_1 Pin=L4-2
Removed Pin From Net: NetName=+5V_D Pin=L5-1
Removed Pin From Net: NetName=NetC29_1 Pin=L5-2
Removed Pin From Net: NetName=NetC33_2 Pin=L6-1
Removed Pin From Net: NetName=NetL6_2 Pin=L6-2
Removed Pin From Net: NetName=+5V_D Pin=L7-1
Removed Pin From Net: NetName=NetC39_1 Pin=L7-2
Removed Pin From Net: NetName=+3.3V_A Pin=L8-1
Removed Pin From Net: NetName=+3.3V_D Pin=L8-2
Removed Pin From Net: NetName=NetL9_1 Pin=L9-1
Removed Pin From Net: NetName=NetC60_2 Pin=L9-2
Removed Pin From Net: NetName=NetC60_2 Pin=L10-1
Removed Pin From Net: NetName=NetC60_1 Pin=L10-2
Removed Pin From Net: NetName=NetC56_2 Pin=L10-3
Removed Pin From Net: NetName=NetC56_1 Pin=L10-4
Removed Pin From Net: NetName=24V_GND Pin=L11-1
Removed Pin From Net: NetName=NetC60_1 Pin=L11-2
Removed Pin From Net: NetName=SD_CLK Pin=R1-1
Removed Pin From Net: NetName=SD_CMD/SDI Pin=R1-2
Removed Pin From Net: NetName=SD_DAT3/CS Pin=R1-3
Removed Pin From Net: NetName=SD_DAT2 Pin=R1-4
Removed Pin From Net: NetName=+3.3V_D Pin=R1-5
Removed Pin From Net: NetName=+3.3V_D Pin=R1-6
Removed Pin From Net: NetName=+3.3V_D Pin=R1-7
Removed Pin From Net: NetName=+3.3V_D Pin=R1-8
Removed Pin From Net: NetName=SD_DAT0/SDO Pin=R2-1
Removed Pin From Net: NetName=SD_DAT1 Pin=R2-2
Removed Pin From Net: NetName=NetR2_3 Pin=R2-3
Removed Pin From Net: NetName=SD_SW Pin=R2-4
Removed Pin From Net: NetName=NetR2_3 Pin=R2-5
Removed Pin From Net: NetName=+3.3V_D Pin=R2-6
Removed Pin From Net: NetName=+3.3V_D Pin=R2-7
Removed Pin From Net: NetName=+3.3V_D Pin=R2-8
Removed Pin From Net: NetName=PWM_BUZZ Pin=R3-1
Removed Pin From Net: NetName=NetR4_2 Pin=R4-2
Removed Pin From Net: NetName=D_GND Pin=R5-1
Removed Pin From Net: NetName=NetDD1_37 Pin=R5-2
Removed Pin From Net: NetName=+3.3V_D Pin=R6-1
Removed Pin From Net: NetName=NRST_MC Pin=R6-2
Removed Pin From Net: NetName=SWDIO_MC Pin=R7-1
Removed Pin From Net: NetName=D_GND Pin=R7-2
Removed Pin From Net: NetName=D_GND Pin=R8-1
Removed Pin From Net: NetName=NetDD1_94 Pin=R8-2
Removed Pin From Net: NetName=NetR10_1 Pin=R10-1
Removed Pin From Net: NetName=NetR10_2 Pin=R10-2
Removed Pin From Net: NetName=+5V_D Pin=R10-3
Removed Pin From Net: NetName=D_GND Pin=R11-1
Removed Pin From Net: NetName=D_GND Pin=R12-1
Removed Pin From Net: NetName=NetR12_2 Pin=R12-2
Removed Pin From Net: NetName=D_GND Pin=R13-1
Removed Pin From Net: NetName=+3.3V_D Pin=R17-1
Removed Pin From Net: NetName=+3.3V_D Pin=R17-2
Removed Pin From Net: NetName=+3.3V_D Pin=R17-3
Removed Pin From Net: NetName=+3.3V_D Pin=R17-4
Removed Pin From Net: NetName=FP_SW4 Pin=R17-5
Removed Pin From Net: NetName=FP_SW3 Pin=R17-6
Removed Pin From Net: NetName=FP_SW2 Pin=R17-7
Removed Pin From Net: NetName=FP_SW1 Pin=R17-8
Removed Pin From Net: NetName=+3.3V_D Pin=R18-1
Removed Pin From Net: NetName=FP_SW5 Pin=R18-2
Removed Pin From Net: NetName=CAN1_RX Pin=R19-1
Removed Pin From Net: NetName=NetDA2_3 Pin=R19-2
Removed Pin From Net: NetName=CAN2_RX Pin=R20-1
Removed Pin From Net: NetName=NetDA3_3 Pin=R20-2
Removed Pin From Net: NetName=CAN1L_out Pin=R21-1
Removed Pin From Net: NetName=CAN1H_out Pin=R21-2
Removed Pin From Net: NetName=CAN2L_out Pin=R22-1
Removed Pin From Net: NetName=CAN2H_out Pin=R22-2
Removed Pin From Net: NetName=NetDD3_6 Pin=R23-1
Removed Pin From Net: NetName=RS_A Pin=R23-2
Removed Pin From Net: NetName=RS_B Pin=R24-1
Removed Pin From Net: NetName=RS_A Pin=R24-2
Removed Pin From Net: NetName=NetDD3_7 Pin=R25-1
Removed Pin From Net: NetName=RS_B Pin=R25-2
Removed Pin From Net: NetName=NetDD2_6 Pin=R26-1
Removed Pin From Net: NetName=NetC34_2 Pin=R26-2
Removed Pin From Net: NetName=NRF_MISO Pin=R27-1
Removed Pin From Net: NetName=NRF_MOSI Pin=R27-2
Removed Pin From Net: NetName=NRF_SCK Pin=R27-3
Removed Pin From Net: NetName=NRF_CSN(NSS) Pin=R27-4
Removed Pin From Net: NetName=NetR27_5 Pin=R27-5
Removed Pin From Net: NetName=NetR27_6 Pin=R27-6
Removed Pin From Net: NetName=NetR27_7 Pin=R27-7
Removed Pin From Net: NetName=NetR27_8 Pin=R27-8
Removed Pin From Net: NetName=NRF_Pwr Pin=R28-1
Removed Pin From Net: NetName=NRF_CD Pin=R28-2
Removed Pin From Net: NetName=NRF_AM Pin=R28-3
Removed Pin From Net: NetName=NRF_DR Pin=R28-4
Removed Pin From Net: NetName=NetR28_5 Pin=R28-5
Removed Pin From Net: NetName=NetR28_6 Pin=R28-6
Removed Pin From Net: NetName=NetR28_7 Pin=R28-7
Removed Pin From Net: NetName=NetR28_8 Pin=R28-8
Removed Pin From Net: NetName=NRF_TxEN Pin=R29-3
Removed Pin From Net: NetName=NRF_CE Pin=R29-4
Removed Pin From Net: NetName=NetR29_5 Pin=R29-5
Removed Pin From Net: NetName=NetR29_6 Pin=R29-6
Removed Pin From Net: NetName=NetDD5_41 Pin=R30-1
Removed Pin From Net: NetName=NetDD5_40 Pin=R30-2
Removed Pin From Net: NetName=NetDD5_39 Pin=R30-3
Removed Pin From Net: NetName=NetDD5_38 Pin=R30-4
Removed Pin From Net: NetName=D_GND Pin=R30-5
Removed Pin From Net: NetName=D_GND Pin=R30-7
Removed Pin From Net: NetName=D_GND Pin=R30-8
Removed Pin From Net: NetName=+3.3V_D Pin=R31-1
Removed Pin From Net: NetName=+3.3V_D Pin=R31-2
Removed Pin From Net: NetName=+3.3V_D Pin=R31-3
Removed Pin From Net: NetName=PMODE2 Pin=R31-6
Removed Pin From Net: NetName=PMODE1 Pin=R31-7
Removed Pin From Net: NetName=PMODE0 Pin=R31-8
Removed Pin From Net: NetName=PMODE0 Pin=R32-1
Removed Pin From Net: NetName=PMODE1 Pin=R32-2
Removed Pin From Net: NetName=PMODE2 Pin=R32-3
Removed Pin From Net: NetName=NetDD5_42 Pin=R32-4
Removed Pin From Net: NetName=D_GND Pin=R32-5
Removed Pin From Net: NetName=D_GND Pin=R32-6
Removed Pin From Net: NetName=D_GND Pin=R32-7
Removed Pin From Net: NetName=D_GND Pin=R32-8
Removed Pin From Net: NetName=TXP Pin=R33-1
Removed Pin From Net: NetName=TXN Pin=R34-1
Removed Pin From Net: NetName=+3.3V_A Pin=R34-2
Removed Pin From Net: NetName=TCT Pin=R35-1
Removed Pin From Net: NetName=+3.3V_A Pin=R35-2
Removed Pin From Net: NetName=ETH_/INT Pin=R36-1
Removed Pin From Net: NetName=+3.3V_D Pin=R36-2
Removed Pin From Net: NetName=RCT Pin=R37-1
Removed Pin From Net: NetName=RXP Pin=R37-2
Removed Pin From Net: NetName=XI Pin=R38-1
Removed Pin From Net: NetName=XO Pin=R38-2
Removed Pin From Net: NetName=NetR39_1 Pin=R39-1
Removed Pin From Net: NetName=+3.3V_D Pin=R39-2
Removed Pin From Net: NetName=ETH_SCS(NSS) Pin=R40-1
Removed Pin From Net: NetName=RXN Pin=R41-1
Removed Pin From Net: NetName=RCT Pin=R41-2
Removed Pin From Net: NetName=NetR42_1 Pin=R42-1
Removed Pin From Net: NetName=+3.3V_D Pin=R42-2
Removed Pin From Net: NetName=D_GND Pin=R43-1
Removed Pin From Net: NetName=NetDD5_10 Pin=R43-2
Removed Pin From Net: NetName=D_GND Pin=R44-1
Removed Pin From Net: NetName=NetDD5_23 Pin=R44-2
Removed Pin From Net: NetName=24V_GND Pin=R45-1
Removed Pin From Net: NetName=NetR45_2 Pin=R45-2
Removed Pin From Net: NetName=D_GND Pin=R46-1
Removed Pin From Net: NetName=NetR46_2 Pin=R46-2
Removed Pin From Net: NetName=D_GND Pin=R47-1
Removed Pin From Net: NetName=NetR47_2 Pin=R47-2
Removed Pin From Net: NetName=D_GND Pin=R48-1
Removed Pin From Net: NetName=NetR48_2 Pin=R48-2
Removed Pin From Net: NetName=Store_E0 Pin=R49-1
Removed Pin From Net: NetName=NetDD6_1 Pin=R49-2
Removed Pin From Net: NetName=Store_E2 Pin=R50-1
Removed Pin From Net: NetName=Store_/WC Pin=R50-2
Removed Pin From Net: NetName=Store_SDA Pin=R50-3
Removed Pin From Net: NetName=Store_SCL Pin=R50-4
Removed Pin From Net: NetName=NetDD6_6 Pin=R50-5
Removed Pin From Net: NetName=NetDD6_5 Pin=R50-6
Removed Pin From Net: NetName=NetDD6_7 Pin=R50-7
Removed Pin From Net: NetName=NetDD6_3 Pin=R50-8
Removed Pin From Net: NetName=Store_E1 Pin=R51-1
Removed Pin From Net: NetName=NetDD6_2 Pin=R51-2
Removed Pin From Net: NetName=NetBQ1_1 Pin=R52-1
Removed Pin From Net: NetName=NetBQ1_2 Pin=R52-2
Removed Pin From Net: NetName=NetBQ2_1 Pin=R53-1
Removed Pin From Net: NetName=NetBQ2_2 Pin=R53-2
Removed Pin From Net: NetName=+5V_D Pin=R55-1
Removed Pin From Net: NetName=NetR55_2 Pin=R55-2
Removed Pin From Net: NetName=D_GND Pin=R55-3
Removed Pin From Net: NetName=NetR55_2 Pin=R56-1
Removed Pin From Net: NetName=NetC67_2 Pin=R56-2
Removed Pin From Net: NetName=ETH_RST Pin=R57-1
Removed Pin From Net: NetName=+3.3V_D Pin=R57-2
Removed Pin From Net: NetName=NetDA2_13 Pin=R58-1
Removed Pin From Net: NetName=CAN1H_out Pin=R58-2
Removed Pin From Net: NetName=NetDA2_12 Pin=R59-1
Removed Pin From Net: NetName=CAN1L_out Pin=R59-2
Removed Pin From Net: NetName=NetDA3_13 Pin=R60-1
Removed Pin From Net: NetName=CAN2H_out Pin=R60-2
Removed Pin From Net: NetName=NetDA3_12 Pin=R61-1
Removed Pin From Net: NetName=CAN2L_out Pin=R61-2
Removed Pin From Net: NetName=SD_SW Pin=VD2-2
Removed Pin From Net: NetName=NetVD4_1 Pin=VD4-1
Removed Pin From Net: NetName=+3.3V_D Pin=VD4-2
Removed Pin From Net: NetName=+5V_D Pin=VD5-2
Removed Pin From Net: NetName=+5V_D Pin=VD6-1
Removed Pin From Net: NetName=LED0_MC Pin=VD8-1
Removed Pin From Net: NetName=NetR9_2 Pin=VD8-2
Removed Pin From Net: NetName=NetR11_2 Pin=VD9-2
Removed Pin From Net: NetName=NetR12_2 Pin=VD10-2
Removed Pin From Net: NetName=NetR13_2 Pin=VD11-2
Removed Pin From Net: NetName=NetR14_2 Pin=VD12-2
Removed Pin From Net: NetName=NetR15_2 Pin=VD13-2
Removed Pin From Net: NetName=NetR16_2 Pin=VD14-2
Removed Pin From Net: NetName=FP_SW1 Pin=VD15-1
Removed Pin From Net: NetName=D_GND Pin=VD15-2
Removed Pin From Net: NetName=FP_SW5 Pin=VD15-3
Removed Pin From Net: NetName=FP_SW4 Pin=VD15-4
Removed Pin From Net: NetName=FP_SW3 Pin=VD15-5
Removed Pin From Net: NetName=FP_SW2 Pin=VD15-6
Removed Pin From Net: NetName=CAN1H_out Pin=VD16-1
Removed Pin From Net: NetName=CAN1L_out Pin=VD16-2
Removed Pin From Net: NetName=Gnd_CAN1 Pin=VD16-3
Removed Pin From Net: NetName=CAN2H_out Pin=VD17-1
Removed Pin From Net: NetName=CAN2L_out Pin=VD17-2
Removed Pin From Net: NetName=Gnd_CAN2 Pin=VD17-3
Removed Pin From Net: NetName=Gnd_CAN1 Pin=VD18-1
Removed Pin From Net: NetName=+5V_CAN1 Pin=VD18-2
Removed Pin From Net: NetName=Gnd_CAN2 Pin=VD19-1
Removed Pin From Net: NetName=+5V_CAN2 Pin=VD19-2
Removed Pin From Net: NetName=RS_A Pin=VD20-1
Removed Pin From Net: NetName=RS_B Pin=VD20-2
Removed Pin From Net: NetName=+3.3V_D Pin=VD21-1
Removed Pin From Net: NetName=NetC33_2 Pin=VD21-2
Removed Pin From Net: NetName=NetC34_2 Pin=VD22-1
Removed Pin From Net: NetName=NetDD2_6 Pin=VD22-2
Removed Pin From Net: NetName=GND_RS Pin=VD23-1
Removed Pin From Net: NetName=+5V_RS Pin=VD23-2
Removed Pin From Net: NetName=NetC60_2 Pin=VD24-1
Removed Pin From Net: NetName=NetR45_2 Pin=VD24-2
Removed Pin From Net: NetName=+24V Pin=VD25-1
Removed Pin From Net: NetName=NetL9_1 Pin=VD25-2
Removed Pin From Net: NetName=NetG4_6 Pin=VD26-1
Removed Pin From Net: NetName=+5V_D Pin=VD26-2
Removed Pin From Net: NetName=+5V_D Pin=VD27-1
Removed Pin From Net: NetName=NetR46_2 Pin=VD27-2
Removed Pin From Net: NetName=NetC60_1 Pin=VD28-1
Removed Pin From Net: NetName=NetC60_2 Pin=VD28-2
Removed Pin From Net: NetName=D_GND Pin=VD29-1
Removed Pin From Net: NetName=+5V_D Pin=VD29-2
Removed Pin From Net: NetName=NRST_MC Pin=VD30-2
Removed Pin From Net: NetName=D_GND Pin=VD30-3
Removed Pin From Net: NetName=FP_LED8 Pin=VD31-1
Removed Pin From Net: NetName=NetR48_2 Pin=VD31-2
Removed Pin From Net: NetName=FP_LED7 Pin=VD32-1
Removed Pin From Net: NetName=NetR47_2 Pin=VD32-2
Removed Pin From Net: NetName=D_GND Pin=VD33-1
Removed Pin From Net: NetName=NetC67_2 Pin=VD33-2
Removed Pin From Net: NetName=NetR3_2 Pin=VT1-1
Removed Pin From Net: NetName=NetR4_2 Pin=VT1-2
Removed Pin From Net: NetName=NetVD4_1 Pin=XP1-7
Removed Pin From Net: NetName=NetVD4_1 Pin=XP1-8
Removed Pin From Net: NetName=NetVD5_1 Pin=XP1-9
Removed Pin From Net: NetName=NetVD5_1 Pin=XP1-10
Removed Pin From Net: NetName=SD_DAT2 Pin=XS1-1
Removed Pin From Net: NetName=SD_DAT3/CS Pin=XS1-2
Removed Pin From Net: NetName=SD_CMD/SDI Pin=XS1-3
Removed Pin From Net: NetName=+3.3V_D Pin=XS1-4
Removed Pin From Net: NetName=SD_CLK Pin=XS1-5
Removed Pin From Net: NetName=D_GND Pin=XS1-6
Removed Pin From Net: NetName=SD_DAT0/SDO Pin=XS1-7
Removed Pin From Net: NetName=SD_DAT1 Pin=XS1-8
Removed Pin From Net: NetName=NetC1_2 Pin=XS1-N/O
Removed Pin From Net: NetName=NetC1_2 Pin=XS1-N/O
Removed Pin From Net: NetName=NetC1_2 Pin=XS1-N/O
Removed Pin From Net: NetName=NetC1_2 Pin=XS1-N/O
Removed Pin From Net: NetName=NetR2_3 Pin=XS1-SW_A
Removed Pin From Net: NetName=D_GND Pin=XS1-SW_B
Removed Pin From Net: NetName=NetL1_1 Pin=XS2-1
Removed Pin From Net: NetName=NetL2_1 Pin=XS2-2
Removed Pin From Net: NetName=NetR10_2 Pin=XS2-3
Removed Pin From Net: NetName=LCD_C/D(RS-FSMC_A16) Pin=XS2-4
Removed Pin From Net: NetName=LCD_/RD(FSMC_NOE) Pin=XS2-5
Removed Pin From Net: NetName=LCD_/WR(FSMC_NWE) Pin=XS2-6
Removed Pin From Net: NetName=LCD_DB0 Pin=XS2-7
Removed Pin From Net: NetName=LCD_DB1 Pin=XS2-8
Removed Pin From Net: NetName=LCD_DB2 Pin=XS2-9
