Removed Pin From Net: NetName=FP_SW2 Pin=R?-2
Removed Pin From Net: NetName=+3.3V_D Pin=R?-7
Removed Pin From Net: NetName=FP_SW1 Pin=VD?-1
Removed Pin From Net: NetName=D_GND Pin=VD?-2
Removed Pin From Net: NetName=FP_SW3 Pin=VD?-5
Removed Member From Class: ClassName=Ethernet Member=BQ?
Removed Member From Class: ClassName=Ethernet Member=C?
Removed Member From Class: ClassName=LCD_Board Member=C?
Removed Member From Class: ClassName=Main1 Member=C?
Removed Member From Class: ClassName=Out_Interface2 Member=C?
Removed Member From Class: ClassName=Main1 Member=DA?
Removed Member From Class: ClassName=Out_Interface2 Member=DA?
Removed Member From Class: ClassName=Ethernet Member=DD?
Removed Member From Class: ClassName=Out_Interface2 Member=G?
Removed Member From Class: ClassName=Ethernet Member=L?
Removed Member From Class: ClassName=LCD_Board Member=L?
Removed Member From Class: ClassName=Out_Interface2 Member=L?
Removed Member From Class: ClassName=Ethernet Member=R?
Removed Member From Class: ClassName=LCD_Board Member=R?
Removed Member From Class: ClassName=Main1 Member=R?
Removed Member From Class: ClassName=Out_Interface2 Member=R?
Removed Member From Class: ClassName=LCD_Board Member=VD?
Removed Member From Class: ClassName=Main1 Member=VD?
Removed Member From Class: ClassName=Out_Interface2 Member=VD?
Removed Member From Class: ClassName=LCD_Board Member=XP?
Removed Member From Class: ClassName=Ethernet Member=XS?
Removed Member From Class: ClassName=LCD_Board Member=XS?
Removed Member From Class: ClassName=Main1 Member=XS?
Removed Member From Class: ClassName=Out_Interface2 Member=XS?
Change Component Designator: OldDesignator=B? NewDesignator=B1
Change Component Designator: OldDesignator=C? NewDesignator=C41
Change Component Designator: OldDesignator=C? NewDesignator=C42
Change Component Designator: OldDesignator=C? NewDesignator=C43
Change Component Designator: OldDesignator=C? NewDesignator=C44
Change Component Designator: OldDesignator=C? NewDesignator=C45
Change Component Designator: OldDesignator=C? NewDesignator=C46
Change Component Designator: OldDesignator=C? NewDesignator=C47
Change Component Designator: OldDesignator=C? NewDesignator=C48
Change Component Designator: OldDesignator=C? NewDesignator=C49
Change Component Designator: OldDesignator=C? NewDesignator=C50
Change Component Designator: OldDesignator=C? NewDesignator=C51
Change Component Designator: OldDesignator=C? NewDesignator=C52
Change Component Designator: OldDesignator=C? NewDesignator=C53
Change Component Designator: OldDesignator=C? NewDesignator=C54
Change Component Designator: OldDesignator=C? NewDesignator=C55
Change Component Designator: OldDesignator=C? NewDesignator=C56
Change Component Designator: OldDesignator=C? NewDesignator=C57
Change Component Designator: OldDesignator=C? NewDesignator=C58
Change Component Designator: OldDesignator=C? NewDesignator=C59
Change Component Designator: OldDesignator=C? NewDesignator=C60
Change Component Designator: OldDesignator=C? NewDesignator=C61
Change Component Designator: OldDesignator=C? NewDesignator=C62
Change Component Designator: OldDesignator=C? NewDesignator=C63
Change Component Designator: OldDesignator=C? NewDesignator=C64
Change Component Designator: OldDesignator=C? NewDesignator=C65
Change Component Designator: OldDesignator=DA? NewDesignator=DA1
Change Component Designator: OldDesignator=DA? NewDesignator=DA2
Change Component Designator: OldDesignator=DA? NewDesignator=DA3
Change Component Designator: OldDesignator=DA? NewDesignator=DA4
Change Component Designator: OldDesignator=DD? NewDesignator=DD2
Change Component Designator: OldDesignator=DD? NewDesignator=DD3
Change Component Designator: OldDesignator=DD? NewDesignator=DD4
Change Component Designator: OldDesignator=DD? NewDesignator=DD5
Change Component Designator: OldDesignator=G? NewDesignator=G1
Change Component Designator: OldDesignator=G? NewDesignator=G2
Change Component Designator: OldDesignator=G? NewDesignator=G3
Change Component Designator: OldDesignator=G? NewDesignator=G4
Change Component Designator: OldDesignator=L? NewDesignator=L3
Change Component Designator: OldDesignator=L? NewDesignator=L4
Change Component Designator: OldDesignator=L? NewDesignator=L5
Change Component Designator: OldDesignator=L? NewDesignator=L6
Change Component Designator: OldDesignator=L? NewDesignator=L7
Change Component Designator: OldDesignator=L? NewDesignator=L8
Change Component Designator: OldDesignator=L? NewDesignator=L9
Change Component Designator: OldDesignator=L? NewDesignator=L10
Change Component Designator: OldDesignator=L? NewDesignator=L11
Change Component Designator: OldDesignator=R? NewDesignator=R1
Change Component Designator: OldDesignator=R? NewDesignator=R2
Change Component Designator: OldDesignator=R? NewDesignator=R3
Change Component Designator: OldDesignator=R? NewDesignator=R4
Change Component Designator: OldDesignator=R? NewDesignator=R5
Change Component Designator: OldDesignator=R? NewDesignator=R6
Change Component Designator: OldDesignator=R? NewDesignator=R7
Change Component Designator: OldDesignator=R? NewDesignator=R8
Change Component Designator: OldDesignator=R? NewDesignator=R9
Change Component Designator: OldDesignator=R? NewDesignator=R17
Change Component Designator: OldDesignator=R? NewDesignator=R18
Change Component Designator: OldDesignator=R? NewDesignator=R19
Change Component Designator: OldDesignator=R? NewDesignator=R20
Change Component Designator: OldDesignator=R? NewDesignator=R21
Change Component Designator: OldDesignator=R? NewDesignator=R22
Change Component Designator: OldDesignator=R? NewDesignator=R23
Change Component Designator: OldDesignator=R? NewDesignator=R24
Change Component Designator: OldDesignator=R? NewDesignator=R25
Change Component Designator: OldDesignator=R? NewDesignator=R26
Change Component Designator: OldDesignator=R? NewDesignator=R27
Change Component Designator: OldDesignator=R? NewDesignator=R28
Change Component Designator: OldDesignator=R? NewDesignator=R29
Change Component Designator: OldDesignator=R? NewDesignator=R30
Change Component Designator: OldDesignator=R? NewDesignator=R31
Change Component Designator: OldDesignator=R? NewDesignator=R32
Change Component Designator: OldDesignator=R? NewDesignator=R33
Change Component Designator: OldDesignator=R? NewDesignator=R34
Change Component Designator: OldDesignator=R? NewDesignator=R35
Change Component Designator: OldDesignator=R? NewDesignator=R36
Change Component Designator: OldDesignator=R? NewDesignator=R37
Change Component Designator: OldDesignator=R? NewDesignator=R38
Change Component Designator: OldDesignator=R? NewDesignator=R39
Change Component Designator: OldDesignator=R? NewDesignator=R40
Change Component Designator: OldDesignator=R? NewDesignator=R41
Change Component Designator: OldDesignator=R? NewDesignator=R42
Change Component Designator: OldDesignator=R? NewDesignator=R43
Change Component Designator: OldDesignator=R? NewDesignator=R44
Change Component Designator: OldDesignator=R? NewDesignator=R45
Change Component Designator: OldDesignator=R? NewDesignator=R46
Change Component Designator: OldDesignator=SB? NewDesignator=SB1
Change Component Designator: OldDesignator=VD? NewDesignator=VD1
Change Component Designator: OldDesignator=VD? NewDesignator=VD2
Change Component Designator: OldDesignator=VD? NewDesignator=VD3
Change Component Designator: OldDesignator=VD? NewDesignator=VD4
Change Component Designator: OldDesignator=VD? NewDesignator=VD5
Change Component Designator: OldDesignator=VD? NewDesignator=VD6
Change Component Designator: OldDesignator=VD? NewDesignator=VD7
Change Component Designator: OldDesignator=VD? NewDesignator=VD8
Change Component Designator: OldDesignator=VD? NewDesignator=VD15
Change Component Designator: OldDesignator=VD? NewDesignator=VD16
Change Component Designator: OldDesignator=VD? NewDesignator=VD17
Change Component Designator: OldDesignator=VD? NewDesignator=VD18
Change Component Designator: OldDesignator=VD? NewDesignator=VD19
Change Component Designator: OldDesignator=VD? NewDesignator=VD20
Change Component Designator: OldDesignator=VD? NewDesignator=VD21
Change Component Designator: OldDesignator=VD? NewDesignator=VD22
Change Component Designator: OldDesignator=VD? NewDesignator=VD23
Change Component Designator: OldDesignator=VD? NewDesignator=VD24
Change Component Designator: OldDesignator=VD? NewDesignator=VD25
Change Component Designator: OldDesignator=VD? NewDesignator=VD26
Change Component Designator: OldDesignator=VD? NewDesignator=VD27
Change Component Designator: OldDesignator=VD? NewDesignator=VD28
Change Component Designator: OldDesignator=VD? NewDesignator=VD29
Change Component Designator: OldDesignator=VD? NewDesignator=VD30
Change Component Designator: OldDesignator=VT? NewDesignator=VT1
Change Component Designator: OldDesignator=XP? NewDesignator=WG240128B
Change Component Designator: OldDesignator=XP? NewDesignator=XP1
Change Component Designator: OldDesignator=XP? NewDesignator=XP2
Change Component Designator: OldDesignator=XS? NewDesignator=XS1
Change Component Designator: OldDesignator=XS? NewDesignator=XS2
Change Component Designator: OldDesignator=XS? NewDesignator=XS3
Change Component Designator: OldDesignator=XS? NewDesignator=XS4
Change Component Designator: OldDesignator=XS? NewDesignator=XS5
Change Component Designator: OldDesignator=XS? NewDesignator=XS6
Change Component Designator: OldDesignator=XS? NewDesignator=XS7
Change Component Designator: OldDesignator=XS? NewDesignator=XS8
Change component parameters: Designator = "VD26"; Footprint = "VD_SMA_(Do-214AC)"; UniqueID = "\JYZEWIUH"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "Идентификатор"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Корпус"; Value = "SMA"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Наименование"; Value = "10MQ030NPBF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Напряжение"; Value = "30В "; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Номинал"; Value = "1А"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Поставщик"; Value = "chipdip"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Примечания"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Тип"; Value = "Диод Шоттки"; VariantName = "[No Variations]"
Change component parameters: Designator = "VD22"; Footprint = "VD_SMA_(Do-214AC)"; UniqueID = "\LUMFJDSB"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "Идентификатор"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Корпус"; Value = "SMA"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Наименование"; Value = "10MQ030NPBF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Напряжение"; Value = "30В "; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Номинал"; Value = "1А"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Поставщик"; Value = "chipdip"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Примечания"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Тип"; Value = "Диод Шоттки"; VariantName = "[No Variations]"
Change component parameters: Designator = "VD21"; Footprint = "VD_SMA_(Do-214AC)"; UniqueID = "\TTSADZWD"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "Идентификатор"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Корпус"; Value = "SMA"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Наименование"; Value = "10MQ030NPBF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Напряжение"; Value = "30В "; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Номинал"; Value = "1А"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Поставщик"; Value = "chipdip"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Примечания"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Тип"; Value = "Диод Шоттки"; VariantName = "[No Variations]"
Change component parameters: Designator = "VD5"; Footprint = "VD_SMA_(Do-214AC)"; UniqueID = "\CEFQUZID"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "Идентификатор"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Корпус"; Value = "SMA"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Наименование"; Value = "10MQ030NPBF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Напряжение"; Value = "30В "; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Номинал"; Value = "1А"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Поставщик"; Value = "chipdip"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Примечания"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Тип"; Value = "Диод Шоттки"; VariantName = "[No Variations]"
Change component parameters: Designator = "VD4"; Footprint = "VD_SMA_(Do-214AC)"; UniqueID = "\GOXXNVTG"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "Идентификатор"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Корпус"; Value = "SMA"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Наименование"; Value = "10MQ030NPBF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Напряжение"; Value = "30В "; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Номинал"; Value = "1А"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Поставщик"; Value = "chipdip"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Примечания"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Тип"; Value = "Диод Шоттки"; VariantName = "[No Variations]"
Change component parameters: Designator = "VD1"; Footprint = "VD_SMA_(Do-214AC)"; UniqueID = "\WVQDCVYE"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "Идентификатор"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Корпус"; Value = "SMA"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Наименование"; Value = "10MQ030NPBF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Напряжение"; Value = "30В "; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Номинал"; Value = "1А"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Поставщик"; Value = "chipdip"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Примечания"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Тип"; Value = "Диод Шоттки"; VariantName = "[No Variations]"
Change component parameters: Designator = "C16"; Footprint = "CA0612"; UniqueID = "\GPNYUXUM"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "Идентификатор"; Value = "CA0612KRX7R7BB"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Корпус"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Наименование"; Value = "CA0612KRX7R7BB"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Напряжение"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Номинал"; Value = " 0.1 uF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Поставщик"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Примечания"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Тип"; Value = "Конденсатор"; VariantName = "[No Variations]"
Change component parameters: Designator = "R43"; Footprint = "RES_0805_(2x1.2x0.45)_0.125Вт"; UniqueID = "\YCNVISEB"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "Идентификатор"; Value = "RC0805FR-0712K4L"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Корпус"; Value = "0805"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Наименование"; Value = "RC0805FR-0712K4L"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Напряжение"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Номинал"; Value = "12.4 k "; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Поставщик"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Примечания"; Value = "1%"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Тип"; Value = "Резистор"; VariantName = "[No Variations]"
Change component parameters: Designator = "VD28"; Footprint = "VD_SMC_(Do-214AB)"; UniqueID = "\DNWYKTYK"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "Идентификатор"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Корпус"; Value = "SMC"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Наименование"; Value = "SM15T30A"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Напряжение"; Value = "30В"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Номинал"; Value = " 41.5В 36А 10/1000мкс"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Поставщик"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Примечания"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Тип"; Value = "Диод"; VariantName = "[No Variations]"
Change component parameters: Designator = "BQ3"; Footprint = "Xtal_HC49S"; UniqueID = "\XEDQWYQI"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "Идентификатор"; Value = "HC-49S 25 MHz"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Корпус"; Value = "HC-49S"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Наименование"; Value = "HC-49S 25 MHz"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Напряжение"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Номинал"; Value = "25Mhz"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Поставщик"; Value = "chipdip "; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Примечания"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Тип"; Value = ""; VariantName = "[No Variations]"
Change component parameters: Designator = "VD15"; Footprint = "SOT-363"; UniqueID = "\VMGAPGZI"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "Идентификатор"; Value = "PESD3V3L5UY "; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Корпус"; Value = "SMC"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Наименование"; Value = "PESD3V3L5UY "; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Напряжение"; Value = "3.3V"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Номинал"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Поставщик"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Примечания"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Тип"; Value = "Диод"; VariantName = "[No Variations]"
Change component parameters: Designator = "VT1"; Footprint = "SOT-23"; UniqueID = "\VACZZYHA"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "Идентификатор"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Корпус"; Value = "SOT-23"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Наименование"; Value = "BC847B"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Напряжение"; Value = " 45В"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Номинал"; Value = " 0.1А"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Поставщик"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Примечания"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Тип"; Value = "NPN"; VariantName = "[No Variations]"
Change component parameters: Designator = "XS1"; Footprint = "SD card connector2"; UniqueID = "\HYNWCJLD"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "Наименование"; Value = "DM3DAT-SF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Примечание "; Value = "microSD"; VariantName = "[No Variations]"
Added Component: Designator=L1(L_0805)
Add component. Clean all parameters for all variants
Add component (AddParameter): Name = "Идентификатор"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Корпус"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Наименование"; Value = "PBY201209T-601Y-N"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Напряжение"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Номинал"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Поставщик"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Примечания"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Тип"; Value = "Индуктивность"; VariantName = "[No Variations]"
Added Component: Designator=L2(L_0805)
Add component. Clean all parameters for all variants
Add component (AddParameter): Name = "Идентификатор"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Корпус"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Наименование"; Value = "PBY201209T-601Y-N"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Напряжение"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Номинал"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Поставщик"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Примечания"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Тип"; Value = "Индуктивность"; VariantName = "[No Variations]"
Added Component: Designator=R10(VAR_RES_CA6V)
Add component. Clean all parameters for all variants
Add component (AddParameter): Name = "Идентификатор"; Value = "CA6V, 10 кОм"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Корпус"; Value = "CA6V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Наименование"; Value = "CA6V, 10 кОм"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Напряжение"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Номинал"; Value = "10k"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Поставщик"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Примечания"; Value = "Многооборотистый"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Тип"; Value = "Переменный резистор"; VariantName = "[No Variations]"
Added Component: Designator=R11(RES_0805_(2x1.2x0.45)_0.125Вт)
Add component. Clean all parameters for all variants
Add component (AddParameter): Name = "Идентификатор"; Value = "RC0805JR-071KL"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Корпус"; Value = "0805"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Наименование"; Value = "RC0805JR-071KL"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Напряжение"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Номинал"; Value = "1 k"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Поставщик"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Примечания"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Тип"; Value = "Резистор"; VariantName = "[No Variations]"
Added Component: Designator=R12(RES_0805_(2x1.2x0.45)_0.125Вт)
Add component. Clean all parameters for all variants
Add component (AddParameter): Name = "Идентификатор"; Value = "RC0805JR-071KL"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Корпус"; Value = "0805"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Наименование"; Value = "RC0805JR-071KL"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Напряжение"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Номинал"; Value = "1 k"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Поставщик"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Примечания"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Тип"; Value = "Резистор"; VariantName = "[No Variations]"
Added Component: Designator=R13(RES_0805_(2x1.2x0.45)_0.125Вт)
Add component. Clean all parameters for all variants
Add component (AddParameter): Name = "Идентификатор"; Value = "RC0805JR-071KL"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Корпус"; Value = "0805"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Наименование"; Value = "RC0805JR-071KL"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Напряжение"; Value = ""; VariantName = "[No Variations]"
